# CEL: Rejestr kosztow API (model jezykowy, web search, grafiki). Zrodlo prawdy = tabela model_usage w bazie; ten CSV to czytelny eksport.
# 2026-08-13 - merge PR #46, backup i produkcyjna migracja 0038→0039 - 0.000000 USD actual; zero provider API/live/publikacji/rekonsyliacji, znany koszt pozostaje 5.172339 USD, nierozstrzygnięta ekspozycja pozostaje 0.738880 USD.
# 2026-08-13 - PR #46 review-only repair candidate offline - 0.000000 USD actual; fake SDK/callery i nowe temp DB, zero sieci/provider requestow/publikacji oraz zero zapisu produkcyjnego.
# 2026-08-13 - PR #46 five-major focused repair offline - 0.000000 USD actual; fake SDK/callery, temp DB, zero provider API/browsera/publikacji i zero zapisu produkcyjnego.
# Format kolumn wg specyfikacji wlasciciela. Kwoty w USD. Bez sekretow.
# Jesli koszt jest tylko szacunkiem -> zaznacz w kolumnie notes (np. "szacunek").
# 2026-08-11 - PRE-LIVE CONTENT UNBLOCK B1/B2/B4/B5 candidate; B3 BLOCKED: new 6/6, root bez reviewera zatrzymany przed SDK/usage/cost, tylko nowe temp SQLite - 0.000000 USD actual; zero API/sieci/browsera/publikacji i zero migracji produkcji.
# Linie z '#' to komentarze (pomijane przy imporcie, np. pandas comment='#').
# 2026-08-10 - FABLE QUALIFICATION AUTHORITY PACKAGE offline - koszt 0.000000 USD; repo-only trace, produkcja immutable, synthetic owner values/fake caller i nowe temp DB; zero sieci/API/qualification/C5/publikacji.
# 2026-08-10 - production schema migration 0020->0030 - koszt 0.000000 USD; lokalne SQLite CLI, zero realnego API, qualification, C5 i publikacji.
# 2026-08-10 - MIGRATION TRANSACTIONALITY REPAIR 0026/0027 - koszt 0.000000 USD; wylacznie lokalne testy i nowe temp DB; zero realnego API, kwalifikacji, C5 i publikacji.
date,run_id,task,provider,model,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,web_search_requests,image_count,estimated_cost_usd,notes
2026-07-12,2a3b4bb9-772e-4340-808a-2bc61b28aacf,research_gather,anthropic,claude-sonnet-5,75728,1619,0,0,4,0,0.123823,actual
# 2026-07-12 - Etap 1I (ADR-020, przebudowa Stage A na A1 discovery / A2 per-source extraction / B synthesis) - ZERO platnych wywolan API w tym zadaniu. Nowy estymator kalibrowany z DWOCH realnych obserwacji (11.07 rekonstrukcja ~0.04875 USD/search, 12.07 pomiar wprost ~0.020956 USD/search) - pokazuje CONSERVATIVE (sufit, wyzsza obserwacja + margines) i EXPECTED (srodkowy szacunek, nowsza/dokladniejsza obserwacja, bez marginesu) OSOBNO, nigdy jedna liczba. Domyslna konfiguracja CLI (--discovery-max-searches 1 --max-sources 3): conservative=0.3885 USD, expected=0.1478 USD. Maly proponowany realny test (--discovery-max-searches 2 --max-sources 2 --max-web-searches-per-source 0 --max-cost-usd 0.25): conservative=0.2085 USD, expected=0.0834 USD - czeka na osobna zgode wlasciciela.
2026-07-12,9bbeb020-bf46-472f-b68c-3a9c6c85cabb,research_discover,anthropic,claude-sonnet-5,14231,481,0,0,1,0,0.026636,actual
2026-07-12,9bbeb020-bf46-472f-b68c-3a9c6c85cabb,research_extract,anthropic,claude-sonnet-5,24719,640,0,0,1,0,0.037919,actual
2026-07-12,9bbeb020-bf46-472f-b68c-3a9c6c85cabb,research_extract,anthropic,claude-sonnet-5,20004,653,0,0,1,0,0.033269,actual
2026-07-12,9bbeb020-bf46-472f-b68c-3a9c6c85cabb,research_extract,anthropic,claude-sonnet-5,14394,915,0,0,1,0,0.028969,actual
# 2026-07-12 - Etap 0 / Task 8 - ZERO platnych wywolan API; inwentaryzacja lifecycle, implementacja guardow statusu, testy SQLite/race i dokumentacja kosztowaly 0.000000 USD. Brak realnego researchu, generowania tematow i Playwrighta.
2026-07-13,c01171bc-7ff5-4b83-bbfa-c0b164137793,research_discover,anthropic,claude-sonnet-5,17053,438,0,0,1,0,0.029243,actual
2026-07-17,,controlled-live-final-preflight,anthropic,claude-sonnet-5,0,0,0,0,0,0,0.000000,local pricing/profile validation and read-only preflight only; no provider request; projected future cost 0.070000 USD and pessimistic 0.105000 USD are not actual usage
2026-07-17,,controlled-live-authorized-attempt,anthropic,claude-sonnet-5,0,0,0,0,0,0,0.000000,exactly one authorized wrapper command ended PREFLIGHT_FAILED before provider boundary; provider_request_started=false; no attempt or usage
2026-07-13,c01171bc-7ff5-4b83-bbfa-c0b164137793,research_extract,anthropic,claude-sonnet-5,35510,779,0,0,1,0,0.049405,actual
2026-07-13,c01171bc-7ff5-4b83-bbfa-c0b164137793,research_extract,anthropic,claude-sonnet-5,14581,862,0,0,1,0,0.028891,actual
2026-07-13,c01171bc-7ff5-4b83-bbfa-c0b164137793,research_extract,anthropic,claude-sonnet-5,12945,1135,0,0,1,0,0.028620,actual
2026-07-13,c01171bc-7ff5-4b83-bbfa-c0b164137793,research_extract,anthropic,claude-sonnet-5,7552,687,0,0,1,0,0.020987,actual
2026-07-13,c01171bc-7ff5-4b83-bbfa-c0b164137793,research_synthesize_cards,anthropic,claude-sonnet-5,1904,2200,0,0,0,0,0.012904,actual
# 2026-07-13 - kontrolowana lokalna naprawa statusu runu c01171bc-7ff5-4b83-bbfa-c0b164137793 - 0.000000 USD; bez API i bez resume; historyczny koszt runu pozostal 0.170050 USD.
2026-07-13,c01171bc-7ff5-4b83-bbfa-c0b164137793,research_synthesize_cards,anthropic,claude-sonnet-5,1904,2402,0,0,0,0,0.013914,actual
# 2026-07-13 - offline old-owner research fencing P1, 26 restart acceptance + 667 full suite - 0.000000 USD; bez API, sieci, browsera, publikacji i realnego researchu.
# 2026-07-14 - offline DispatchResult terminalization contract P1/P2, 58 restart acceptance + 700 full suite - 0.000000 USD; bez API, sieci, browsera, publikacji i realnego researchu.
# 2026-07-16 - skonsolidowany pakiet Etapu 1: Task Scheduler plan, raport read-only, copy-only migration rehearsal, testy i dokumentacja - 0.000000 USD; bez API, SDK, sieci, browsera i publikacji.
# 2026-07-17 - LA-01-R1: fake controlled-live, pricing/fencing/recovery/report regression i dokumentacja - 0.000000 USD; bez API, SDK, sieci, browsera, publikacji i live acceptance.
# 2026-07-17 - checkpoint LA-01-R1 po APPROVE WITH MINOR/P2: selektywny staging, testy, commit i push - 0.000000 USD; bez API, SDK, browsera, publikacji i live acceptance.
# 2026-07-17 - WAVE LA-02: ancestry quiescence, preflight diagnostics, standalone check i 1174 testy offline - 0.000000 USD; bez API, SDK, sieci, browsera, publikacji i drugiej próby live.
# 2026-07-17 - checkpoint LA-02 po APPROVE WITH MINOR/P2 oraz P2 cleanup: dokumentacja, selektywny Git i testy offline - 0.000000 USD; provider request NOT EXECUTED; druga próba NOT AUTHORIZED.
2026-07-17,f74165fb-9677-4e6d-abfd-09607bd4dd78,research,anthropic,claude-sonnet-5,13306,1657,0,0,1,0,0.053182,actual
# 2026-07-17 - LA-03 controlled-live: exactly one request/attempt, REQUEST_STARTED + SETTLED, terminal ResearchParseError, zero retry; month total 0.737762 USD.
# 2026-07-17 - P2 po review LA-03: forensics immutable, parser/report/frozen-prestorage, 1200 testow fake/temp - 0.000000 USD; bez provider requestu, web search, browsera i publikacji; month total bez zmian 0.737762 USD.
# 2026-07-17 - NIA-P2-RV-01..05 po REJECT MAJOR: parser, sanitizer diagnostic, jawny clock i dokumentacja, 1235 testow fake/temp - 0.000000 USD; bez provider requestu, sieci, browsera i publikacji; month total bez zmian 0.737762 USD.
# 2026-07-17 - controlled-live preflight BLOCKED przez REAL_CONTROLLED_LIVE_ENABLED=false przy zakazie zmian kodu - 0.000000 USD; zero enqueue/requestu/attemptu/usage; month total bez zmian 0.737762 USD.
2026-07-17,8bcf15e4-c4e9-48ed-95f7-64f0b93fcee5,research,anthropic,claude-sonnet-5,16704,1667,0,0,1,0,0.060078,actual
# 2026-07-17 - drugi osobno autoryzowany controlled-live: exactly one request/attempt, HTTP 200, stop_reason=max_tokens, SETTLED, zero retry; month total 0.797840 USD.
2026-07-17,65841541-10c9-4aa6-aee8-8fe1161d8f85,research,anthropic,claude-sonnet-5,19945,2727,0,0,1,0,0.077160,actual
# 2026-07-17 - trzeci osobno autoryzowany controlled-live: exactly one request/attempt, HTTP 200, stop_reason=end_turn, schema failure sources[0].supports_claim, SETTLED, zero retry; month total 0.875000 USD.
2026-07-17,08aa35eb-a87c-4ec0-bf3c-b2d608165e85,research,anthropic,claude-sonnet-5,16381,3155,0,0,1,0,0.074312,actual
# 2026-07-17 - live po niezależnym APPROVE naprawy kontraktu: exactly one request/attempt, HTTP 200, stop_reason=max_tokens przy max_tokens=3000, SETTLED, zero retry; month total 0.949312 USD.
# 2026-07-18 - WAVE OUTPUT-SIZE CONTRACT: audyt truncation, budzet pol, prompt v3, walidacja rozmiaru, profil 6000/1 search, 1288 testow fake/temp - 0.000000 USD; bez API, SDK, sieci, browsera i publikacji; month total bez zmian 0.949312 USD. Nastepna proba (po APPROVE i nowej zgodzie): pessimistic 0.172500 USD -> miesiac max 1.121812 USD, zostaje 38.878188 z 40 USD.
2026-07-18,bd0dd102-2526-4b2d-8c04-6b96ed9f8ef6,research,anthropic,claude-sonnet-5,16834,1961,0,0,1,0,0.063278,actual
# 2026-07-18 - output-size controlled-live: exactly one request/attempt, HTTP 200, stop_reason=end_turn, thinking_tokens=51, Research Card id=3, SETTLED, zero retry; month total 1.012590 USD.
# 2026-07-18 - PR #1 SETTLED execution recovery + final-tree cleanup: 1311 testow fake/temp, 4 partycje i QA disproof - 0.000000 USD; bez API/SDK, sieci badawczej, browsera, publikacji i mutacji produkcyjnej DB; month total bez zmian 1.012590 USD.
# 2026-07-18 - PR1-MAJ-005 runtime schema gate + jawny migrator: 1328 testow fake/temp, 4 partycje i QA 8/8+4/4+10/10 - 0.000000 USD; bez API/SDK, providera, browsera, publikacji i mutacji produkcyjnej DB; month total bez zmian 1.012590 USD.
# 2026-07-18 - ETAP 2 / E2-A offline evidence integration spine: fake/temp SQLite, FakeFetch, zero API/SDK/HTTP/provider/browser/publikacji - 0.000000 USD; month total bez zmian 1.012590 USD.
# 2026-07-19 - ETAP 2 / E2-C controlled fetch live-readiness foundation: 1572 testy offline, exact-once, fake transport/resolver/socket-TLS-HTTP caller, harness E2-C 13/13 + E2-B 13/13 - 0.000000 USD; zero realnego Fetch/DNS/socketu/HTTP/API/provider/browser/publikacji; month total bez zmian 1.012590 USD.
# 2026-07-19 - Production Schema Migration Orchestrator: 58 testow orchestratora, full/exact-once 1630, partycje i harnessy na temp SQLite - 0.000000 USD; zero migracji produkcji, sieci/API/providera/browsera/publikacji; month total bez zmian 1.012590 USD.
2026-07-20,95b6b856-f248-45d0-85c7-03bcdebf299c,research,anthropic,claude-sonnet-5,30857,2200,0,0,0,0,0.083714,actual
2026-07-21,f8593762-641f-4067-9c19-566c39c46d70,research,anthropic,claude-sonnet-5,34731,2115,0,0,0,0,0.090612,actual
# 2026-07-22 - F1-BLOCK-01 TOPIC_GENERATION SETTLED recovery: 1821 testow fake/temp, zero API/SDK/sieci/browsera/publikacji i zero migracji produkcji - 0.000000 USD; historyczne actual rows bez zmian.
# 2026-07-22 - publiczny controlled-live-topic-generation candidate: 1854 testy fake/temp, zero realnego requestu/API/SDK/sieci/browsera/publikacji/migracji - 0.000000 USD; historyczne actual rows bez zmian.
2026-07-23,4cf8c448-5358-43c6-9d47-e5daf6d0f040,topics,anthropic,claude-sonnet-5,219,1269,0,0,0,0,0.013128,actual
# 2026-07-23 - ETAP 3 / WAVE C1 durable content foundation: 39 testow C1, collect/full 1893/1893, wylacznie temp SQLite i fake/local paths - 0.000000 USD; zero API/SDK/sieci/browsera/publikacji i zero migracji produkcji; actual rows bez zmian.
# 2026-07-23 - WAVE C1 jedyna fala naprawcza po REJECT-MAJOR: 25 kontrprob, 69 testow C1, full 1923/1923, tylko temp SQLite i fake/local paths - 0.000000 USD; zero API/SDK/sieci/browsera/publikacji/controlled-live i zero migracji produkcji; actual rows bez zmian.
# 2026-07-23 - ETAP 3 / WAVE C2 offline content pipeline: 22 testy C2, full/collect/exact unique 1945/1945, tylko temp SQLite, fake writer i lokalne profile - 0.000000 USD; zero realnego API/SDK/sieci/browsera/publikacji/controlled-live i zero migracji produkcji; actual rows bez zmian.
# 2026-07-23 - ETAP 3 / WAVE C3 provider-ready writer candidate: 26 testow C3, regresja 463/463, full/collect/exact unique 1971/1971, tylko temp SQLite oraz fake SDK/callery - 0.000000 USD; zero realnego API/sieci/browsera/publikacji/controlled-live i zero migracji produkcji; actual rows bez zmian.
# 2026-07-24 - ETAP 3 / WAVE C4 autonomous content decision candidate: 23 testy C4, full/collect/unique 1994/1994, tylko temp SQLite i utrwalone artefakty C3 - 0.000000 USD; zero nowych provider attempts/usage/settlementu, zero realnego API/SDK/sieci/browsera/publikacji/controlled-live i zero migracji produkcji; actual rows bez zmian.
# 2026-08-09 - PRE-C5 QUESTION SEMANTIC BOUNDARY CONTRACT: module 183/183, PRE-C5 291/291, affected 362/362, full/collect 2285/2285, tylko fake reviewery i nowe temp SQLite - 0.000000 USD; zero API/SDK/sieci/browsera/publikacji i zero migracji produkcji; actual rows bez zmian.
# 2026-08-09 - PRE-C5 QUESTION SEMANTIC BOUNDARY REPAIR: module 220/220, PRE-C5 328/328, affected 399/399, full/collect 2322/2322, tylko fake reviewery i nowe temp SQLite - 0.000000 USD; zero API/SDK/sieci/browsera/publikacji i zero migracji produkcji; actual rows bez zmian.
# 2026-08-09 - PRE-C5 MODEL FAMILY ROUTING & QUALIFICATION CORE: new 31/31, affected 748/748, full/collect 2353/2353, tylko fake catalogue/qualification/callery i nowe temp SQLite - 0.000000 USD; zero realnego API/SDK/sieci/browsera/publikacji/controlled-live i zero migracji produkcji; actual rows bez zmian.
# 2026-08-10 - C5 PROVIDER CONTRACT FREEZE: new 22/22, affected 330/330, full/collect 2481/2481, tylko fake SDK/callery i nowe temp SQLite - 0.000000 USD actual; C5 GLOBAL+STANDARD estimate 0.938880 USD, US 1.1x counterfactual-only 1.032768 USD; zero realnego API/sieci/browsera/publikacji i zero migracji produkcji; actual rows bez zmian.
2026-08-10,fable5-qualification-request-20260810-001,controlled-live-qualification,anthropic,claude-fable-5,151,3,0,0,0,0,0.001660,actual; one authorized request; PROVIDER_REFUSAL; no retry or fallback
2026-08-10,article-writer-opus-switch,offline-policy-switch,none,none,0,0,0,0,0,0,0.000000,actual; fake SDK/callers and temporary DBs only; zero network/API/browser/publication
2026-08-11,p2-1-provider-contract-alignment,offline-contract-test,none,none,0,0,0,0,0,0,0.000000,actual; fake SDK/callers and temporary DBs only; zero network/API/browser/publication
2026-08-11,reviewer-global-ledger-repair,offline-contract-test,none,none,0,0,0,0,0,0,0.000000,actual; fake callers and temporary DBs only; zero network/API/browser/publication; production schema unchanged
2026-08-12,wave-c5-end-to-end-connection,offline-implementation-review-merge,none,none,0,0,0,0,0,0,0.000000,actual; WAVE C5 implementation + independent review + merge PR #43; fake SDK/callers and temporary DBs only; zero network/API/browser/publication; production DB unchanged and NOT migrated; synthetic E2E 0.064100 USD is fake-provider only and is NOT a real cost
2026-08-12,2527d621-ba51-4f6e-8284-eaf656ee9873,topics,anthropic,claude-opus-5,1513,1044,0,0,0,0,0.033665,actual
2026-08-12,f2505dac-39f8-48d6-981c-c219a0e3fb9c,topics,anthropic,claude-opus-5,1905,834,0,0,0,0,0.030375,actual
2026-08-12,source-discovery-run-6134507e-a529-4b3b-977a-3f0aac04f5a7,research_discover,anthropic,claude-opus-5,19557,1958,0,0,2,0,0.166735,actual
2026-08-12,f8d76c43-2ddf-43a0-8693-17a1f9a952c8,topics,anthropic,claude-opus-5,2284,1500,0,0,0,0,0.048920,actual
2026-08-12,source-discovery-run-a0b966a5-cafa-40bd-a038-ecb0f294ec78,research_discover,anthropic,claude-opus-5,45799,2442,0,0,3,0,0.320045,actual
2026-08-12,source-discovery-run-84666e51-8caa-412b-8fd2-4315e6619079,research_discover,anthropic,claude-opus-5,53083,2921,0,0,4,0,0.378440,actual
2026-08-12,ab22e4bf-60f6-4483-85b0-f8a6e4688436,research,anthropic,claude-opus-5,10436,2970,0,0,0,0,0.126430,actual
2026-08-12,b74cdef7-034a-482c-8524-a8ca8621d2b0,research,anthropic,claude-opus-5,10555,3164,0,0,0,0,0.131875,actual
2026-08-12,d887d181-2053-468c-a0da-b0211837a96b,research,anthropic,claude-opus-5,10650,3444,0,0,0,0,0.139350,actual
2026-08-12,eb8e30da-a44f-4152-814a-e6da376832f3,research,anthropic,claude-opus-5,10650,3376,0,0,0,0,0.137650,actual
2026-08-12,article-research-qualification-request-20260812T162039Z-a57274d2,article-research-qualification,anthropic,claude-opus-5,14108,163,0,0,1,0,0.084615,actual; PASS; exactly one request; no retry or fallback
2026-08-12,online-e2e-article-card-7-v2:content_draft:1,content_draft,anthropic,claude-opus-5,11029,2048,0,0,0,0,0.106345,actual; max_tokens; no retry or fallback
2026-08-12,online-e2e-article-card-7-v3:content_draft:1,content_draft,anthropic,claude-opus-5,11041,2599,0,0,0,0,0.120180,actual; writer success; no retry or fallback
2026-08-12,online-e2e-article-card-7-v3:ARTICLE_REVIEWER:1,article_reviewer,anthropic,claude-opus-5,6416,4096,0,0,0,0,0.134480,actual; invalid reviewer JSON; no retry or fallback
2026-08-12,online-e2e-article-card-7-v4:content_draft:1,content_draft,anthropic,claude-opus-5,11032,2108,0,0,0,0,0.107860,actual; writer success; no retry or fallback
2026-08-12,online-e2e-article-card-7-v5:content_draft:1,content_draft,anthropic,claude-opus-5,11039,2659,0,0,0,0,0.121670,actual; writer success; no retry or fallback
2026-08-12,online-e2e-reviewer-unknown-v4-v5,article_reviewer,anthropic,claude-opus-5,0,0,0,0,0,0,0.647680,maximum reserved exposure; two APIConnectionError results with unknown usage/cost; NOT booked as actual; reconciliation required
2026-08-12,online-e2e-writer-unknown-v1,content_draft,anthropic,claude-opus-5,0,0,0,0,0,0,0.091200,maximum reserved exposure; timeout with unknown usage/cost; NOT booked as actual; reconciliation required
